place_geoid,place_name,state_code,lsad_code,functional_status,land_area_sqm,water_area_sqm,latitude,longitude,source_vintage,source_url,active_listing_count,latest_listing_date
4804000,Arlington city,TX,25,A,248143787,9273642,32.700708,-97.124691,2025,https://www2.census.gov/geo/docs/maps-data/data/gazetteer/2025_Gazetteer/2025_Gaz_place_national.zip,3,2026-06-25
5126496,Fairfax city,VA,25,A,16163923,84155,38.853183,-77.299025,2025,https://www2.census.gov/geo/docs/maps-data/data/gazetteer/2025_Gazetteer/2025_Gaz_place_national.zip,3,2026-06-30
5176432,Suffolk city,VA,25,A,1033846634,77018053,36.697157,-76.634781,2025,https://www2.census.gov/geo/docs/maps-data/data/gazetteer/2025_Gazetteer/2025_Gaz_place_national.zip,3,2026-06-12
5010675,Burlington city,VT,25,A,26684548,13079229,44.491927,-73.238882,2025,https://www2.census.gov/geo/docs/maps-data/data/gazetteer/2025_Gazetteer/2025_Gaz_place_national.zip,3,2026-06-27
0107000,Birmingham city,AL,25,A,380597720,6510286,33.527174,-86.797036,2025,https://www2.census.gov/geo/docs/maps-data/data/gazetteer/2025_Gazetteer/2025_Gaz_place_national.zip,2,2026-06-26
0608954,Burbank city,CA,25,A,44849102,94723,34.190079,-118.326405,2025,https://www2.census.gov/geo/docs/maps-data/data/gazetteer/2025_Gazetteer/2025_Gaz_place_national.zip,2,2026-06-27
0617568,Culver City city,CA,25,A,13239285,71360,34.00582,-118.396781,2025,https://www2.census.gov/geo/docs/maps-data/data/gazetteer/2025_Gazetteer/2025_Gaz_place_national.zip,2,2026-06-12
0624638,Folsom city,CA,25,A,72210788,5879392,38.666597,-121.141635,2025,https://www2.census.gov/geo/docs/maps-data/data/gazetteer/2025_Gazetteer/2025_Gaz_place_national.zip,2,2026-05-28
0636000,Huntington Beach city,CA,25,A,70672600,1243281,33.698007,-118.003834,2025,https://www2.census.gov/geo/docs/maps-data/data/gazetteer/2025_Gazetteer/2025_Gaz_place_national.zip,2,2026-04-24
0670098,Santa Rosa city,CA,25,A,110349613,451569,38.445824,-122.706181,2025,https://www2.census.gov/geo/docs/maps-data/data/gazetteer/2025_Gazetteer/2025_Gaz_place_national.zip,2,2026-05-14
0678582,Thousand Oaks city,CA,25,A,143115869,375961,34.19329,-118.874235,2025,https://www2.census.gov/geo/docs/maps-data/data/gazetteer/2025_Gazetteer/2025_Gaz_place_national.zip,2,2026-06-13
0807850,Boulder city,CO,25,A,69737376,2723891,40.024431,-105.251251,2025,https://www2.census.gov/geo/docs/maps-data/data/gazetteer/2025_Gazetteer/2025_Gaz_place_national.zip,2,2026-07-05
0845955,Lone Tree city,CO,25,A,25406488,0,39.530851,-104.870959,2025,https://www2.census.gov/geo/docs/maps-data/data/gazetteer/2025_Gazetteer/2025_Gaz_place_national.zip,2,2026-07-01
0884440,Wheat Ridge city,CO,25,A,24287442,539957,39.772675,-105.104801,2025,https://www2.census.gov/geo/docs/maps-data/data/gazetteer/2025_Gazetteer/2025_Gaz_place_national.zip,2,2026-05-21
0934180,Groton city,CT,25,A,7985936,9524722,41.325054,-72.066862,2025,https://www2.census.gov/geo/docs/maps-data/data/gazetteer/2025_Gazetteer/2025_Gaz_place_national.zip,2,2026-07-03
0937000,Hartford city,CT,25,A,45093709,1751553,41.765933,-72.681579,2025,https://www2.census.gov/geo/docs/maps-data/data/gazetteer/2025_Gazetteer/2025_Gaz_place_national.zip,2,2026-07-03
0954940,North Haven CDP,CT,57,S,53875575,714453,41.381465,-72.856371,2025,https://www2.census.gov/geo/docs/maps-data/data/gazetteer/2025_Gazetteer/2025_Gaz_place_national.zip,2,2026-04-27
1050670,Newark city,DE,25,A,24536890,0,39.677649,-75.757479,2025,https://www2.census.gov/geo/docs/maps-data/data/gazetteer/2025_Gazetteer/2025_Gaz_place_national.zip,2,2026-06-17
1212875,Clearwater city,FL,25,A,67830774,31408604,27.979419,-82.771256,2025,https://www2.census.gov/geo/docs/maps-data/data/gazetteer/2025_Gazetteer/2025_Gaz_place_national.zip,2,2026-02-20
1238425,Lake Mary city,FL,25,A,23506967,2077257,28.759104,-81.332813,2025,https://www2.census.gov/geo/docs/maps-data/data/gazetteer/2025_Gazetteer/2025_Gaz_place_national.zip,2,2026-06-26
1257425,Plantation city,FL,25,A,56334696,780752,26.125573,-80.261818,2025,https://www2.census.gov/geo/docs/maps-data/data/gazetteer/2025_Gazetteer/2025_Gaz_place_national.zip,2,2026-06-27
1264175,Sarasota city,FL,25,A,38081772,24313382,27.338257,-82.543721,2025,https://www2.census.gov/geo/docs/maps-data/data/gazetteer/2025_Gazetteer/2025_Gaz_place_national.zip,2,2026-06-25
1301696,Alpharetta city,GA,25,A,69670444,949161,34.070866,-84.27265,2025,https://www2.census.gov/geo/docs/maps-data/data/gazetteer/2025_Gazetteer/2025_Gaz_place_national.zip,2,2026-04-18
1349756,Marietta city,GA,25,A,61595387,198309,33.953561,-84.542463,2025,https://www2.census.gov/geo/docs/maps-data/data/gazetteer/2025_Gazetteer/2025_Gaz_place_national.zip,2,2026-06-25
1380508,Warner Robins city,GA,25,A,102294591,847608,32.597096,-83.653936,2025,https://www2.census.gov/geo/docs/maps-data/data/gazetteer/2025_Gazetteer/2025_Gaz_place_national.zip,2,2026-07-02
1933060,Grimes city,IA,25,A,35862427,45598,41.677649,-93.802099,2025,https://www2.census.gov/geo/docs/maps-data/data/gazetteer/2025_Gazetteer/2025_Gaz_place_national.zip,2,2026-07-03
1723256,Elk Grove Village village,IL,47,A,30512189,148517,42.005271,-87.992348,2025,https://www2.census.gov/geo/docs/maps-data/data/gazetteer/2025_Gazetteer/2025_Gaz_place_national.zip,2,2026-06-23
1734722,Highland Park city,IL,25,A,31685038,84688,42.182372,-87.810845,2025,https://www2.census.gov/geo/docs/maps-data/data/gazetteer/2025_Gazetteer/2025_Gaz_place_national.zip,2,2026-06-23
1753481,Northbrook village,IL,47,A,34313973,169102,42.128745,-87.835162,2025,https://www2.census.gov/geo/docs/maps-data/data/gazetteer/2025_Gazetteer/2025_Gaz_place_national.zip,2,2026-06-26
1759000,Peoria city,IL,25,A,124808523,6690015,40.751641,-89.617198,2025,https://www2.census.gov/geo/docs/maps-data/data/gazetteer/2025_Gazetteer/2025_Gaz_place_national.zip,2,2026-07-02
1765000,Rockford city,IL,25,A,169366963,2628722,42.2593,-89.063478,2025,https://www2.census.gov/geo/docs/maps-data/data/gazetteer/2025_Gazetteer/2025_Gaz_place_national.zip,2,2026-02-27
1777694,Vernon Hills village,IL,47,A,20043445,528221,42.234407,-87.961064,2025,https://www2.census.gov/geo/docs/maps-data/data/gazetteer/2025_Gazetteer/2025_Gaz_place_national.zip,2,2026-07-05
1783245,Woodridge village,IL,47,A,24947216,414346,41.737392,-88.04413,2025,https://www2.census.gov/geo/docs/maps-data/data/gazetteer/2025_Gazetteer/2025_Gaz_place_national.zip,2,2026-06-24
1810342,Carmel city,IN,25,A,127141988,2793553,39.965479,-86.148369,2025,https://www2.census.gov/geo/docs/maps-data/data/gazetteer/2025_Gazetteer/2025_Gaz_place_national.zip,2,2026-06-27
1829520,Greenfield city,IN,25,A,36853086,377141,39.793283,-85.772548,2025,https://www2.census.gov/geo/docs/maps-data/data/gazetteer/2025_Gazetteer/2025_Gaz_place_national.zip,2,2026-06-24
1836003,Indianapolis city (balance),IN,00,F,935023958,17914057,39.776664,-86.145935,2025,https://www2.census.gov/geo/docs/maps-data/data/gazetteer/2025_Gazetteer/2025_Gaz_place_national.zip,2,2026-07-02
1882862,West Lafayette city,IN,25,A,35365804,595887,40.443707,-86.923616,2025,https://www2.census.gov/geo/docs/maps-data/data/gazetteer/2025_Gazetteer/2025_Gaz_place_national.zip,2,2026-06-25
2205000,Baton Rouge city,LA,25,B,223752984,5708637,30.442174,-91.130894,2025,https://www2.census.gov/geo/docs/maps-data/data/gazetteer/2025_Gazetteer/2025_Gaz_place_national.zip,2,2026-06-20
2251410,Monroe city,LA,25,A,77475243,9363466,32.518986,-92.07718,2025,https://www2.census.gov/geo/docs/maps-data/data/gazetteer/2025_Gazetteer/2025_Gaz_place_national.zip,2,2026-06-26
2509875,Burlington CDP,MA,57,S,30433101,293644,42.503227,-71.201713,2025,https://www2.census.gov/geo/docs/maps-data/data/gazetteer/2025_Gazetteer/2025_Gaz_place_national.zip,2,2026-07-02
2572600,Waltham city,MA,25,A,33008226,2634712,42.388921,-71.242268,2025,https://www2.census.gov/geo/docs/maps-data/data/gazetteer/2025_Gazetteer/2025_Gaz_place_national.zip,2,2026-05-26
2407125,Bethesda CDP,MD,57,S,34361157,174622,38.987292,-77.118612,2025,https://www2.census.gov/geo/docs/maps-data/data/gazetteer/2025_Gazetteer/2025_Gaz_place_national.zip,2,2026-06-18
2432025,Germantown CDP,MD,57,S,44115833,233249,39.174252,-77.263754,2025,https://www2.census.gov/geo/docs/maps-data/data/gazetteer/2025_Gazetteer/2025_Gaz_place_national.zip,2,2026-06-17
2302100,Augusta city,ME,25,A,142820806,7492112,44.334904,-69.734199,2025,https://www2.census.gov/geo/docs/maps-data/data/gazetteer/2025_Gazetteer/2025_Gaz_place_national.zip,2,2026-02-27
2634000,Grand Rapids city,MI,25,A,115973877,2212841,42.961156,-85.65557,2025,https://www2.census.gov/geo/docs/maps-data/data/gazetteer/2025_Gazetteer/2025_Gaz_place_national.zip,2,2026-07-03
2718116,Eden Prairie city,MN,25,A,84165459,7054324,44.849595,-93.458721,2025,https://www2.census.gov/geo/docs/maps-data/data/gazetteer/2025_Gazetteer/2025_Gaz_place_national.zip,2,2026-07-03
2758000,St. Paul city,MN,25,A,134628304,10681428,44.948901,-93.104063,2025,https://www2.census.gov/geo/docs/maps-data/data/gazetteer/2025_Gazetteer/2025_Gaz_place_national.zip,2,2026-07-03
2913600,Chesterfield city,MO,25,A,82389012,4670563,38.658126,-90.57595,2025,https://www2.census.gov/geo/docs/maps-data/data/gazetteer/2025_Gazetteer/2025_Gaz_place_national.zip,2,2026-07-03
2915670,Columbia city,MO,25,A,175695765,708737,38.94729,-92.326387,2025,https://www2.census.gov/geo/docs/maps-data/data/gazetteer/2025_Gazetteer/2025_Gaz_place_national.zip,2,2026-07-02
2937000,Jefferson City city,MO,25,A,93400798,4133437,38.567461,-92.175254,2025,https://www2.census.gov/geo/docs/maps-data/data/gazetteer/2025_Gazetteer/2025_Gaz_place_national.zip,2,2026-06-30
2940043,Lake St. Louis city,MO,25,A,22185741,2103295,38.77989,-90.785586,2025,https://www2.census.gov/geo/docs/maps-data/data/gazetteer/2025_Gazetteer/2025_Gaz_place_national.zip,2,2026-06-29
3744520,Morrisville town,NC,43,A,23759656,156053,35.836356,-78.839001,2025,https://www2.census.gov/geo/docs/maps-data/data/gazetteer/2025_Gazetteer/2025_Gaz_place_national.zip,2,2026-05-26
3807200,Bismarck city,ND,25,A,93123077,1288028,46.814572,-100.768568,2025,https://www2.census.gov/geo/docs/maps-data/data/gazetteer/2025_Gazetteer/2025_Gaz_place_national.zip,2,2026-06-29
3446110,Midland Park borough,NJ,21,A,4068265,21022,40.995809,-74.141262,2025,https://www2.census.gov/geo/docs/maps-data/data/gazetteer/2025_Gazetteer/2025_Gaz_place_national.zip,2,2026-07-05
3451000,Newark city,NJ,25,A,62531177,4509996,40.72422,-74.172574,2025,https://www2.census.gov/geo/docs/maps-data/data/gazetteer/2025_Gazetteer/2025_Gaz_place_national.zip,2,2026-07-01
3474630,Union City city,NJ,25,A,3333339,0,40.767425,-74.032279,2025,https://www2.census.gov/geo/docs/maps-data/data/gazetteer/2025_Gazetteer/2025_Gaz_place_national.zip,2,2026-06-03
3268400,Sparks city,NV,25,A,94546169,268109,39.574341,-119.715154,2025,https://www2.census.gov/geo/docs/maps-data/data/gazetteer/2025_Gazetteer/2025_Gaz_place_national.zip,2,2026-06-12
3673000,Syracuse city,NY,25,A,64903077,1507055,43.040998,-76.143554,2025,https://www2.census.gov/geo/docs/maps-data/data/gazetteer/2025_Gazetteer/2025_Gaz_place_national.zip,2,2026-07-05
3684000,Yonkers city,NY,25,A,46634440,5850607,40.945862,-73.867446,2025,https://www2.census.gov/geo/docs/maps-data/data/gazetteer/2025_Gazetteer/2025_Gaz_place_national.zip,2,2026-06-30
3904720,Beavercreek city,OH,25,A,68879159,78055,39.733155,-84.059615,2025,https://www2.census.gov/geo/docs/maps-data/data/gazetteer/2025_Gazetteer/2025_Gaz_place_national.zip,2,2026-06-19
3916000,Cleveland city,OH,25,A,201334005,12290109,41.478462,-81.679435,2025,https://www2.census.gov/geo/docs/maps-data/data/gazetteer/2025_Gazetteer/2025_Gaz_place_national.zip,2,2026-06-10
3922694,Dublin city,OH,25,A,63927027,921871,40.113304,-83.145774,2025,https://www2.census.gov/geo/docs/maps-data/data/gazetteer/2025_Gazetteer/2025_Gaz_place_national.zip,2,2026-03-31
3971892,Sharonville city,OH,25,A,25402821,135532,39.280586,-84.407514,2025,https://www2.census.gov/geo/docs/maps-data/data/gazetteer/2025_Gazetteer/2025_Gaz_place_national.zip,2,2026-06-16
4224000,Erie city,PA,25,A,49550841,611717,42.116594,-80.073503,2025,https://www2.census.gov/geo/docs/maps-data/data/gazetteer/2025_Gazetteer/2025_Gaz_place_national.zip,2,2026-07-02
4232800,Harrisburg city,PA,25,A,21027715,9699744,40.275891,-76.88502,2025,https://www2.census.gov/geo/docs/maps-data/data/gazetteer/2025_Gazetteer/2025_Gaz_place_national.zip,2,2026-07-02
4241216,Lancaster city,PA,25,A,18718649,313264,40.042061,-76.30099,2025,https://www2.census.gov/geo/docs/maps-data/data/gazetteer/2025_Gazetteer/2025_Gaz_place_national.zip,2,2026-05-16
4246792,Malvern borough,PA,21,A,3264500,15989,40.033147,-75.515363,2025,https://www2.census.gov/geo/docs/maps-data/data/gazetteer/2025_Gazetteer/2025_Gaz_place_national.zip,2,2026-07-02
4287048,York city,PA,25,A,13707336,126494,39.964798,-76.73184,2025,https://www2.census.gov/geo/docs/maps-data/data/gazetteer/2025_Gazetteer/2025_Gaz_place_national.zip,2,2026-06-24
4459000,Providence city,RI,25,A,47670951,5643961,41.823056,-71.418784,2025,https://www2.census.gov/geo/docs/maps-data/data/gazetteer/2025_Gazetteer/2025_Gaz_place_national.zip,2,2026-06-16
4530850,Greenville city,SC,25,A,79936926,614507,34.836902,-82.362997,2025,https://www2.census.gov/geo/docs/maps-data/data/gazetteer/2025_Gazetteer/2025_Gaz_place_national.zip,2,2026-07-02
4827000,Fort Worth city,TX,25,A,911703455,21192896,32.781954,-97.348573,2025,https://www2.census.gov/geo/docs/maps-data/data/gazetteer/2025_Gazetteer/2025_Gaz_place_national.zip,2,2026-05-26
4827684,Frisco city,TX,25,A,177732392,1402982,33.155427,-96.822596,2025,https://www2.census.gov/geo/docs/maps-data/data/gazetteer/2025_Gazetteer/2025_Gaz_place_national.zip,2,2026-02-25
4876000,Waco city,TX,25,A,235710221,32219133,31.557994,-97.18975,2025,https://www2.census.gov/geo/docs/maps-data/data/gazetteer/2025_Gazetteer/2025_Gaz_place_national.zip,2,2026-07-01
4901310,American Fork city,UT,25,A,29598468,24864,40.377877,-111.795074,2025,https://www2.census.gov/geo/docs/maps-data/data/gazetteer/2025_Gazetteer/2025_Gaz_place_national.zip,2,2026-06-30
4945860,Logan city,UT,25,A,46833851,1523881,41.740256,-111.841764,2025,https://www2.census.gov/geo/docs/maps-data/data/gazetteer/2025_Gazetteer/2025_Gaz_place_national.zip,2,2026-07-02
5114744,Chantilly CDP,VA,57,S,31084301,318058,38.88918,-77.442088,2025,https://www2.census.gov/geo/docs/maps-data/data/gazetteer/2025_Gazetteer/2025_Gaz_place_national.zip,2,2026-06-26
5135000,Hampton city,VA,25,A,133290524,219660054,37.047961,-76.297293,2025,https://www2.census.gov/geo/docs/maps-data/data/gazetteer/2025_Gazetteer/2025_Gaz_place_national.zip,2,2026-06-27
5148952,Manassas city,VA,25,A,25493247,146287,38.746808,-77.482633,2025,https://www2.census.gov/geo/docs/maps-data/data/gazetteer/2025_Gazetteer/2025_Gaz_place_national.zip,2,2026-06-16
5186160,Williamsburg city,VA,25,A,23149766,416905,37.269481,-76.708193,2025,https://www2.census.gov/geo/docs/maps-data/data/gazetteer/2025_Gazetteer/2025_Gaz_place_national.zip,2,2026-06-02
5539225,Kenosha city,WI,25,A,76684475,236057,42.587526,-87.879996,2025,https://www2.census.gov/geo/docs/maps-data/data/gazetteer/2025_Gazetteer/2025_Gaz_place_national.zip,2,2026-06-24
5559250,Oconomowoc city,WI,25,A,30611152,1756819,43.101015,-88.495115,2025,https://www2.census.gov/geo/docs/maps-data/data/gazetteer/2025_Gazetteer/2025_Gaz_place_national.zip,2,2026-04-17
5567625,Richland Center city,WI,25,A,12350869,218772,43.339577,-90.38343,2025,https://www2.census.gov/geo/docs/maps-data/data/gazetteer/2025_Gazetteer/2025_Gaz_place_national.zip,2,2026-02-20
5584675,Wauwatosa city,WI,25,A,34258849,9422,43.063165,-88.035583,2025,https://www2.census.gov/geo/docs/maps-data/data/gazetteer/2025_Gazetteer/2025_Gaz_place_national.zip,2,2026-06-18
5455756,Morgantown city,WV,25,A,26369803,1158046,39.637487,-79.946856,2025,https://www2.census.gov/geo/docs/maps-data/data/gazetteer/2025_Gazetteer/2025_Gaz_place_national.zip,2,2026-03-10
0203000,Anchorage municipality,AK,37,A,4420596509,615656658,61.17425,-149.284329,2025,https://www2.census.gov/geo/docs/maps-data/data/gazetteer/2025_Gazetteer/2025_Gaz_place_national.zip,1,2026-04-17
0121184,Dothan city,AL,25,A,234155446,844856,31.233698,-85.406823,2025,https://www2.census.gov/geo/docs/maps-data/data/gazetteer/2025_Gazetteer/2025_Gaz_place_national.zip,1,2026-06-16
0132560,Hackleburg town,AL,43,A,39560858,27325,34.269355,-87.830402,2025,https://www2.census.gov/geo/docs/maps-data/data/gazetteer/2025_Gazetteer/2025_Gaz_place_national.zip,1,2026-07-02
0151000,Montgomery city,AL,25,A,414019181,6257644,32.348503,-86.267307,2025,https://www2.census.gov/geo/docs/maps-data/data/gazetteer/2025_Gazetteer/2025_Gaz_place_national.zip,1,2026-06-18
0521070,El Dorado city,AR,25,A,41960536,21567,33.218982,-92.664071,2025,https://www2.census.gov/geo/docs/maps-data/data/gazetteer/2025_Gazetteer/2025_Gaz_place_national.zip,1,2026-06-23
0523290,Fayetteville city,AR,25,A,141824186,3559228,36.071455,-94.166564,2025,https://www2.census.gov/geo/docs/maps-data/data/gazetteer/2025_Gazetteer/2025_Gaz_place_national.zip,1,2026-06-30
0524550,Fort Smith city,AR,25,A,166347251,10984587,35.349276,-94.370883,2025,https://www2.census.gov/geo/docs/maps-data/data/gazetteer/2025_Gazetteer/2025_Gaz_place_national.zip,1,2026-07-02
0555310,Pine Bluff city,AR,25,A,114431969,5692789,34.211591,-92.017555,2025,https://www2.census.gov/geo/docs/maps-data/data/gazetteer/2025_Gazetteer/2025_Gaz_place_national.zip,1,2026-06-18
0560410,Rogers city,AR,25,A,99458064,431955,36.318085,-94.152287,2025,https://www2.census.gov/geo/docs/maps-data/data/gazetteer/2025_Gazetteer/2025_Gaz_place_national.zip,1,2026-07-03
0427400,Gilbert town,AZ,43,A,178154410,514494,33.310345,-111.743121,2025,https://www2.census.gov/geo/docs/maps-data/data/gazetteer/2025_Gazetteer/2025_Gaz_place_national.zip,1,2026-04-22
0465000,Scottsdale city,AZ,25,A,476566047,1136911,33.684272,-111.861448,2025,https://www2.census.gov/geo/docs/maps-data/data/gazetteer/2025_Gazetteer/2025_Gaz_place_national.zip,1,2026-06-22
0477000,Tucson city,AZ,25,A,629066268,819368,32.153036,-110.870773,2025,https://www2.census.gov/geo/docs/maps-data/data/gazetteer/2025_Gazetteer/2025_Gaz_place_national.zip,1,2026-06-19
0600562,Alameda city,CA,25,A,26934008,32581546,37.741911,-122.259914,2025,https://www2.census.gov/geo/docs/maps-data/data/gazetteer/2025_Gazetteer/2025_Gaz_place_national.zip,1,2026-03-31
0602462,Arcadia city,CA,25,A,28300614,540015,34.132689,-118.036347,2025,https://www2.census.gov/geo/docs/maps-data/data/gazetteer/2025_Gazetteer/2025_Gaz_place_national.zip,1,2026-06-24
0603526,Bakersfield city,CA,25,A,389623310,3792005,35.353171,-119.037919,2025,https://www2.census.gov/geo/docs/maps-data/data/gazetteer/2025_Gazetteer/2025_Gaz_place_national.zip,1,2026-02-24
0609780,California City city,CA,25,A,527395596,174458,35.14659,-117.869346,2025,https://www2.census.gov/geo/docs/maps-data/data/gazetteer/2025_Gazetteer/2025_Gaz_place_national.zip,1,2026-03-31
0611194,Carlsbad city,CA,25,A,97932263,3378580,33.129284,-117.284183,2025,https://www2.census.gov/geo/docs/maps-data/data/gazetteer/2025_Gazetteer/2025_Gaz_place_national.zip,1,2026-03-31
0618394,Delano city,CA,25,A,38114812,135325,35.76643,-119.264221,2025,https://www2.census.gov/geo/docs/maps-data/data/gazetteer/2025_Gazetteer/2025_Gaz_place_national.zip,1,2026-05-28
0622804,Escondido city,CA,25,A,96742934,276445,33.133053,-117.074043,2025,https://www2.census.gov/geo/docs/maps-data/data/gazetteer/2025_Gazetteer/2025_Gaz_place_national.zip,1,2026-06-13
0624680,Fontana city,CA,25,A,112107657,0,34.109686,-117.462888,2025,https://www2.census.gov/geo/docs/maps-data/data/gazetteer/2025_Gazetteer/2025_Gaz_place_national.zip,1,2026-06-29
0636546,Inglewood city,CA,25,A,23484193,62572,33.956068,-118.344274,2025,https://www2.census.gov/geo/docs/maps-data/data/gazetteer/2025_Gazetteer/2025_Gaz_place_national.zip,1,2026-06-24
0644112,Los Gatos town,CA,43,A,29926283,206446,37.229944,-121.956874,2025,https://www2.census.gov/geo/docs/maps-data/data/gazetteer/2025_Gazetteer/2025_Gaz_place_national.zip,1,2026-06-16
0651560,Norco city,CA,25,A,35893173,566646,33.925519,-117.551958,2025,https://www2.census.gov/geo/docs/maps-data/data/gazetteer/2025_Gazetteer/2025_Gaz_place_national.zip,1,2026-07-02
0652582,Novato city,CA,25,A,70884694,1595798,38.085087,-122.548272,2025,https://www2.census.gov/geo/docs/maps-data/data/gazetteer/2025_Gazetteer/2025_Gaz_place_national.zip,1,2026-03-31
0654652,Oxnard city,CA,25,A,68750396,32677585,34.199436,-119.207515,2025,https://www2.census.gov/geo/docs/maps-data/data/gazetteer/2025_Gazetteer/2025_Gaz_place_national.zip,1,2026-02-03
0655156,Palmdale city,CA,25,A,274705332,629569,34.591038,-118.105403,2025,https://www2.census.gov/geo/docs/maps-data/data/gazetteer/2025_Gazetteer/2025_Gaz_place_national.zip,1,2026-06-13
0656000,Pasadena city,CA,25,A,59465592,366889,34.160602,-118.137954,2025,https://www2.census.gov/geo/docs/maps-data/data/gazetteer/2025_Gazetteer/2025_Gaz_place_national.zip,1,2026-03-31
0665028,San Bruno city,CA,25,A,14215239,0,37.62556,-122.431397,2025,https://www2.census.gov/geo/docs/maps-data/data/gazetteer/2025_Gazetteer/2025_Gaz_place_national.zip,1,2026-07-01
0668084,San Leandro city,CA,25,A,34507480,5587445,37.703368,-122.163036,2025,https://www2.census.gov/geo/docs/maps-data/data/gazetteer/2025_Gazetteer/2025_Gaz_place_national.zip,1,2026-02-11
0669112,Santa Cruz city,CA,25,A,32998567,7998699,36.974385,-122.035268,2025,https://www2.census.gov/geo/docs/maps-data/data/gazetteer/2025_Gazetteer/2025_Gaz_place_national.zip,1,2025-11-23
0670000,Santa Monica city,CA,25,A,21779156,22696935,34.010911,-118.498245,2025,https://www2.census.gov/geo/docs/maps-data/data/gazetteer/2025_Gazetteer/2025_Gaz_place_national.zip,1,2026-06-24
0809280,Broomfield city,CO,25,A,85384996,1502572,39.953877,-105.050898,2025,https://www2.census.gov/geo/docs/maps-data/data/gazetteer/2025_Gazetteer/2025_Gaz_place_national.zip,1,2026-04-21
0813845,Cherry Hills Village city,CO,25,A,16072261,194414,39.637418,-104.94747,2025,https://www2.census.gov/geo/docs/maps-data/data/gazetteer/2025_Gazetteer/2025_Gaz_place_national.zip,1,2026-02-24
0833035,Greenwood Village city,CO,25,A,21300812,32085,39.615934,-104.911688,2025,https://www2.census.gov/geo/docs/maps-data/data/gazetteer/2025_Gazetteer/2025_Gaz_place_national.zip,1,2026-02-27
0845970,Longmont city,CO,25,A,75836110,5249752,40.168199,-105.100522,2025,https://www2.census.gov/geo/docs/maps-data/data/gazetteer/2025_Gazetteer/2025_Gaz_place_national.zip,1,2026-06-30
0883835,Westminster city,CO,25,A,81934253,5990305,39.880122,-105.061513,2025,https://www2.census.gov/geo/docs/maps-data/data/gazetteer/2025_Gazetteer/2025_Gaz_place_national.zip,1,2026-03-31
0908420,Bristol city,CT,25,A,68373842,1041015,41.681578,-72.940749,2025,https://www2.census.gov/geo/docs/maps-data/data/gazetteer/2025_Gazetteer/2025_Gaz_place_national.zip,1,2026-06-05
0973000,Stamford city,CT,25,A,97458033,37296269,41.079611,-73.54608,2025,https://www2.census.gov/geo/docs/maps-data/data/gazetteer/2025_Gazetteer/2025_Gaz_place_national.zip,1,2026-03-31
0980000,Waterbury city,CT,25,A,73961203,1093581,41.5585,-73.036685,2025,https://www2.census.gov/geo/docs/maps-data/data/gazetteer/2025_Gazetteer/2025_Gaz_place_national.zip,1,2026-04-17
1207300,Boca Raton city,FL,25,A,75570162,6237076,26.37269,-80.103711,2025,https://www2.census.gov/geo/docs/maps-data/data/gazetteer/2025_Gazetteer/2025_Gaz_place_national.zip,1,2026-06-17
1216525,Daytona Beach city,FL,25,A,175775107,6995015,29.19071,-81.097083,2025,https://www2.census.gov/geo/docs/maps-data/data/gazetteer/2025_Gazetteer/2025_Gaz_place_national.zip,1,2026-05-26
1224300,Fort Pierce city,FL,25,A,63995391,15536704,27.426112,-80.342488,2025,https://www2.census.gov/geo/docs/maps-data/data/gazetteer/2025_Gazetteer/2025_Gaz_place_national.zip,1,2026-06-26
1254700,Panama City city,FL,25,A,91945273,335121,30.239496,-85.530292,2025,https://www2.census.gov/geo/docs/maps-data/data/gazetteer/2025_Gazetteer/2025_Gaz_place_national.zip,1,2026-07-02
1270600,Tallahassee city,FL,25,A,265676223,7544005,30.453529,-84.252272,2025,https://www2.census.gov/geo/docs/maps-data/data/gazetteer/2025_Gazetteer/2025_Gaz_place_national.zip,1,2026-06-30
1276600,West Palm Beach city,FL,25,A,139526891,10789187,26.745114,-80.127038,2025,https://www2.census.gov/geo/docs/maps-data/data/gazetteer/2025_Gazetteer/2025_Gaz_place_national.zip,1,2026-06-23
1278275,Winter Haven city,FL,25,A,86417739,22597477,28.045836,-81.732743,2025,https://www2.census.gov/geo/docs/maps-data/data/gazetteer/2025_Gazetteer/2025_Gaz_place_national.zip,1,2026-05-26
1301052,Albany city,GA,25,A,142615792,1975619,31.578117,-84.176224,2025,https://www2.census.gov/geo/docs/maps-data/data/gazetteer/2025_Gazetteer/2025_Gaz_place_national.zip,1,2026-06-17
1343192,Kennesaw city,GA,25,A,25298707,255766,34.027202,-84.61709,2025,https://www2.census.gov/geo/docs/maps-data/data/gazetteer/2025_Gazetteer/2025_Gaz_place_national.zip,1,2026-06-18
1374936,Suwanee city,GA,25,A,28887566,199452,34.051119,-84.06591,2025,https://www2.census.gov/geo/docs/maps-data/data/gazetteer/2025_Gazetteer/2025_Gaz_place_national.zip,1,2026-05-26
1500550,Aiea CDP,HI,57,S,4301904,276211,21.385262,-157.92475,2025,https://www2.census.gov/geo/docs/maps-data/data/gazetteer/2025_Gazetteer/2025_Gaz_place_national.zip,1,2026-07-02
1652120,Meridian city,ID,25,A,97429729,150641,43.61149,-116.400662,2025,https://www2.census.gov/geo/docs/maps-data/data/gazetteer/2025_Gazetteer/2025_Gaz_place_national.zip,1,2026-05-28
